year,start,end,duration,band,day,stage
2015,14:20:00,15:00:00,00:40:00,Truckfighters,Friday,The Valley
2011,15:15:00,16:05:00,00:50:00,Tsjuder,Sunday,Rock Hard tent
2014,19:45:00,20:40:00,00:55:00,Tsjuder,Saturday,The Temple
2014,01:05:00,02:05:00,01:00:00,Turbonegro,Sunday,The Warzone
2016,17:40:00,18:30:00,00:50:00,Turbonegro,Friday,Mainstage 02
2012,19:25:00,20:25:00,01:00:00,Turbonegro,Friday,Mainstage 02
2011,11:30:00,12:00:00,00:30:00,Turisas,Sunday,Mainstage 02
2014,19:45:00,20:40:00,00:55:00,Turisas,Friday,The Temple
2016,15:05:00,15:45:00,00:40:00,Turnstile,Sunday,The Warzone
2016,23:00:00,00:15:00,01:15:00,Twisted Sister,Saturday,Mainstage 01
2013,18:35:00,19:35:00,01:00:00,Twisted Sister,Friday,Mainstage 01
2010,20:50:00,22:00:00,01:10:00,Twisted Sister,Saturday,Mainstage 01
2015,13:35:00,14:15:00,00:40:00,Twitching Tongues,Friday,The Warzone
2007,01:00:00,???,check,Type O Negative,Saturday,Mainstage
2013,14:20:00,15:00:00,00:40:00,Tìr,Friday,The Temple
2010,15:15:00,16:00:00,00:45:00,U.D.O.,Sunday,Mainstage 01
2011,17:05:00,17:50:00,00:45:00,U.S. Bombs,Saturday,Terrorizer tent
2011,15:25:00,16:10:00,00:45:00,UFO,Saturday,Mainstage 01
2012,14:20:00,15:10:00,00:50:00,Ufomammut,Saturday,The Valley
2009,15:55:00,16:35:00,00:40:00,Ufomammut,Sunday,Terrorizer tent
2007,18:45:00,19:15:00,00:30:00,Ufych Sormeer,Friday,Discover stage
2016,16:45:00,17:35:00,00:50:00,UK Subs,Saturday,The Warzone
2014,13:35:00,14:15:00,00:40:00,Ulcerate,Sunday,The Altar
2008,12:00:00,12:30:00,00:30:00,Ultra Vomit,Friday,Mainstage
2010,23:00:00,00:00:00,01:00:00,Ulver,Friday,Rock Hard tent
2013,14:20:00,15:10:00,00:50:00,Uncle Acid & the Deadbeats,Saturday,The Valley
2016,10:30:00,11:00:00,00:30:00,Undead Prophecies,Saturday,The Altar
2007,17:50:00,18:30:00,00:40:00,Unearth,Friday,Gibson stage
2010,18:30:00,19:10:00,00:40:00,Unearth,Saturday,Terrorizer tent
2012,18:50:00,19:40:00,00:50:00,Unearth,Saturday,The Warzone
2013,18:55:00,19:45:00,00:50:00,Unearth,Saturday,The Warzone
2012,14:20:00,15:00:00,00:40:00,Unexpect,Friday,The Altar
2014,00:00:00,01:00:00,01:00:00,Unida,Sunday,The Valley
2012,16:35:00,17:25:00,00:50:00,Unisonic,Friday,Mainstage 01
2014,16:55:00,17:45:00,00:50:00,Unleashed,Sunday,The Altar
2016,15:50:00,16:40:00,00:50:00,Unsane,Sunday,The Valley
2012,17:55:00,18:45:00,00:50:00,Unsane,Saturday,The Valley
2014,16:00:00,16:50:00,00:50:00,Urfaust,Sunday,The Temple
2010,12:15:00,12:45:00,00:30:00,Urgehal,Friday,Rock Hard tent
2012,17:00:00,17:50:00,00:50:00,Uriah Heep,Saturday,Mainstage 01
2009,13:40:00,14:20:00,00:40:00,Vader,Saturday,Rock Hard tent
2007,15:00:00,15:30:00,00:30:00,Vader,Saturday,Mainstage
2016,17:40:00,18:30:00,00:50:00,Vader,Friday,The Altar
2011,19:15:00,20:05:00,00:50:00,Vader,Friday,Rock Hard tent
2011,11:05:00,11:35:00,00:30:00,Valient Thorr,Friday,Mainstage 01
2015,15:50:00,16:30:00,00:40:00,Vallenfyre,Friday,The Altar
2012,11:05:00,11:35:00,00:30:00,Vanderbuyst,Sunday,Mainstage 01
2013,12:50:00,13:30:00,00:40:00,Vektor,Friday,Mainstage 02
2015,00:40:00,01:40:00,01:00:00,Venom,Saturday,The Temple
2008,01:00:00,02:00:00,01:00:00,Venom,Friday,Mainstage
2013,11:05:00,11:35:00,00:30:00,Vera Cruz,Friday,The Warzone
2016,15:05:00,15:45:00,00:40:00,Victims,Friday,The Warzone
2012,13:35:00,14:15:00,00:40:00,Victimsÿ,Friday,The Warzone
2016,13:35:00,14:15:00,00:40:00,Vintage Trouble,Sunday,Mainstage 01
2016,16:35:00,17:25:00,00:50:00,Vision of Disorder,Friday,The Warzone
2009,22:50:00,23:50:00,01:00:00,Vision of Disorder,Saturday,Terrorizer tent
2012,12:15:00,12:45:00,00:30:00,Vitamin X,Friday,The Warzone
2015,13:35:00,14:15:00,00:40:00,Vitamin X,Saturday,The Warzone
2013,17:40:00,18:30:00,00:50:00,Voivod,Sunday,Mainstage 02
2009,18:15:00,19:00:00,00:45:00,Voivod,Friday,Mainstage 02
2013,23:10:00,00:40:00,01:30:00,Volbeat,Sunday,Mainstage 01
2009,13:40:00,14:20:00,00:40:00,Volbeat,Sunday,Mainstage 02
2016,20:45:00,22:00:00,01:15:00,Volbeat,Friday,Mainstage 01
2012,17:55:00,18:45:00,00:50:00,Vomitory,Saturday,The Altar
2015,11:05:00,11:35:00,00:30:00,Vorkreist,Friday,The Temple
2014,21:40:00,22:50:00,01:10:00,Vreid Sognametal,Sunday,The Temple
2010,11:05:00,11:35:00,00:30:00,Vulcain,Sunday,Mainstage 01
2015,12:15:00,12:45:00,00:30:00,Vulcain,Friday,Mainstage 01
2012,17:40:00,18:30:00,00:50:00,Vulture Industries,Sunday,The Temple
2009,20:00:00,20:45:00,00:45:00,W.A.S.P.,Friday,Mainstage 02
2014,15:10:00,15:55:00,00:45:00,Walking Papers,Saturday,Mainstage 01
2010,15:55:00,16:40:00,00:45:00,Walls of Jericho,Friday,Mainstage 02
2012,15:55:00,16:40:00,00:45:00,Walls of Jericho,Sunday,Mainstage 02
2007,17:50:00,18:30:00,00:40:00,Walls of Jericho,Saturday,Gibson stage
2016,20:30:00,21:25:00,00:55:00,Walls of Jericho,Sunday,The Warzone
2014,22:55:00,23:55:00,01:00:00,Walls of Jericho,Friday,The Warzone
2013,11:05:00,11:35:00,00:30:00,Waltari,Sunday,Mainstage 01
2015,18:15:00,19:25:00,01:10:00,Wampas,Sunday,The Warzone
2010,21:00:00,22:00:00,01:00:00,Watain,Friday,Rock Hard tent
2008,22:00:00,22:40:00,00:40:00,Watain,Saturday,Discover stage
2014,21:50:00,22:50:00,01:00:00,Watain,Friday,The Temple
2014,10:30:00,11:00:00,00:30:00,Watertank,Sunday,The Valley
2015,14:20:00,15:00:00,00:40:00,We Are Harlot,Friday,Mainstage 02
2014,16:00:00,16:50:00,00:50:00,We Came as Romans,Saturday,Mainstage 02
2015,15:50:00,16:30:00,00:40:00,Weedeater,Sunday,The Valley
2010,14:50:00,15:30:00,00:40:00,Weedeaterÿ,Sunday,Terrorizer tent
2014,11:05:00,11:35:00,00:30:00,Weekend Nachos,Friday,The Altar
2011,11:45:00,12:15:00,00:30:00,Whiplash,Saturday,Mainstage 02
2013,20:45:00,22:00:00,01:15:00,Whitesnake,Friday,Mainstage 01
2012,11:40:00,12:10:00,00:30:00,Winterfyllethÿ,Sunday,The Temple
2013,18:35:00,19:30:00,00:55:00,Wintersun,Sunday,The Altar
2010,14:00:00,14:40:00,00:40:00,Wisdom in Chainsÿ,Saturday,Terrorizer tent
2014,16:10:00,16:50:00,00:40:00,Witch Mountain,Saturday,The Valley
2013,16:10:00,17:00:00,00:50:00,Witchcraft,Saturday,The Valley
2016,10:30:00,11:00:00,00:30:00,Witches,Friday,The Altar
2015,10:30:00,11:00:00,00:30:00,Witchthroat Serpent,Sunday,The Valley
2006,17:20:00,17:50:00,00:30:00,With Honor,Friday,Hard'n'heavy stage
2016,17:40:00,18:30:00,00:50:00,With the Dead,Saturday,The Valley
2007,19:40:00,20:50:00,01:10:00,Within Temptation,Sunday,Mainstage
2016,20:35:00,21:40:00,01:05:00,Within Temptation,Saturday,Mainstage 01
2012,22:50:00,22:05:00,check,Within Temptation,Saturday,Mainstage 01
2016,12:50:00,13:30:00,00:40:00,Wo Fat,Friday,The Valley
2015,16:35:00,17:25:00,00:50:00,Wolfbrigade,Friday,The Warzone
2009,14:25:00,15:05:00,00:40:00,Wolves in the Throne Room,Sunday,Terrorizer tent
2015,23:45:00,00:45:00,01:00:00,Wovenhand,Friday,The Valley
2010,13:45:00,14:25:00,00:40:00,Y&T,Saturday,Mainstage 01
2010,17:10:00,17:50:00,00:40:00,Yawning Man,Sunday,Terrorizer tent
2012,11:40:00,12:10:00,00:30:00,Year Of No Light,Sunday,The Valley
2008,14:00:00,14:40:00,00:40:00,Year Of No Light,Sunday,Discover stage
2014,10:30:00,11:00:00,00:30:00,Year of the Goat,Sunday,Mainstage 02
2012,19:45:00,20:45:00,01:00:00,Yobÿ,Saturday,The Valley
2011,12:30:00,13:00:00,00:30:00,Your Demiseÿ,Saturday,Terrorizer tent
2008,13:20:00,13:50:00,00:30:00,Your Demiseÿ,Sunday,Discover stage
2007,15:45:00,16:15:00,00:30:00,Zero Mentality,Friday,Discover stage
2014,12:50:00,13:30:00,00:40:00,Zodiac,Sunday,The Valley
2007,13:30:00,14:00:00,00:30:00,Zubrowska,Saturday,Discover stage
2015,10:30:00,11:00:00,00:30:00,Zuul FX,Saturday,Mainstage 02
2011,10:55:00,11:25:00,00:30:00,Zuul FX,Sunday,Mainstage 01
2006,22:20:00,23:00:00,00:40:00,Zyklon,Saturday,Hard'n'heavy stage
2015,20:40:00,21:40:00,01:00:00,ZZ Top,Saturday,Mainstage 01
2013,20:55:00,22:00:00,01:05:00,ZZ Top,Saturday,Mainstage 01
