year,start,end,duration,band,day,stage
2009,16:40:00,17:20:00,00:40:00,Destruction,Sunday,Mainstage 02
2011,17:55:00,18:55:00,01:00:00,Destruction,Saturday,Mainstage 02
2015,17:25:00,18:10:00,00:45:00,Desultory,Saturday,The Altar
2009,15:55:00,16:35:00,00:40:00,DevilDriver,Saturday,Mainstage 01
2012,17:40:00,18:30:00,00:50:00,DevilDriver,Sunday,Mainstage 02
2006,20:55:00,21:35:00,00:40:00,DevilDriver,Saturday,Hard'n'heavy stage
2010,17:55:00,18:45:00,00:50:00,Devin Townsend Project,Sunday,Mainstage 02
2010,10:30:00,11:00:00,00:30:00,Dew-Scented,Saturday,Mainstage 02
2007,14:00:00,14:30:00,00:30:00,Dew-Scented,Friday,Mainstage
2012,01:00:00,02:00:00,01:00:00,Dimmu Borgir,Sunday,The Temple
2008,20:15:00,21:15:00,01:00:00,Dimmu Borgir,Friday,Mainstage
2016,11:05:00,11:35:00,00:30:00,Dirty Fonzy,Saturday,The Warzone
2011,20:50:00,21:40:00,00:50:00,Dirty Rotten Imbeciles,Saturday,Terrorizer tent
2012,15:05:00,15:45:00,00:40:00,Discharge,Friday,The Warzone
2016,15:05:00,15:55:00,00:50:00,Discharge,Saturday,The Warzone
2010,20:55:00,21:50:00,00:55:00,Discharge,Saturday,Terrorizer tent
2010,13:00:00,13:40:00,00:40:00,Discipline,Saturday,Terrorizer tent
2008,15:00:00,15:40:00,00:40:00,Disfear,Saturday,Discover stage
2016,19:30:00,20:30:00,01:00:00,Disturbed,Saturday,Mainstage 02
2012,16:05:00,16:55:00,00:50:00,Djervÿ,Saturday,The Temple
2012,11:40:00,12:10:00,00:30:00,Do Or Die,Sunday,Mainstage 02
2015,11:05:00,11:35:00,00:30:00,Doctor Livingstone,Saturday,The Temple
2011,13:45:00,14:30:00,00:45:00,D›dheimsgard,Friday,Rock Hard tent
2012,17:00:00,17:50:00,00:50:00,Dog Eat Dog,Saturday,The Warzone
2010,20:45:00,21:30:00,00:45:00,Doom,Sunday,Terrorizer tent
2012,12:50:00,13:30:00,00:40:00,Doomridersÿ,Friday,The Valley
2014,14:20:00,15:05:00,00:45:00,Dordeduh,Sunday,The Temple
2007,17:15:00,17:45:00,00:30:00,Dornfall,Friday,Discover stage
2011,20:05:00,20:55:00,00:50:00,Doro,Sunday,Mainstage 02
2013,17:05:00,17:55:00,00:50:00,Down,Saturday,Mainstage 01
2011,19:05:00,20:05:00,01:00:00,Down,Friday,Mainstage 01
2013,19:35:00,20:35:00,01:00:00,Down,Sunday,The Valley
2009,20:50:00,21:50:00,01:00:00,Down,Friday,Mainstage 01
2014,14:20:00,15:05:00,00:45:00,Downfall of Gaia,Friday,The Valley
2014,11:40:00,12:10:00,00:30:00,Doyle Airence,Friday,Mainstage 02
2014,19:45:00,20:40:00,00:55:00,Dozer,Sunday,The Valley
2016,14:20:00,15:00:00,00:40:00,DragonForce,Sunday,Mainstage 02
2009,15:55:00,16:35:00,00:40:00,DragonForce,Sunday,Mainstage 01
2007,23:00:00,00:00:00,01:00:00,Dream Theater,Sunday,Mainstage
2009,22:50:00,23:50:00,01:00:00,Dream Theater,Sunday,Mainstage 01
2012,22:05:00,23:05:00,01:00:00,Dropkick Murphys,Friday,Mainstage 02
2016,22:05:00,23:05:00,01:00:00,Dropkick Murphys,Friday,Mainstage 02
2016,11:40:00,12:10:00,00:30:00,Drowned,Saturday,The Altar
2006,11:30:00,12:00:00,00:30:00,Drowning,Saturday,Mainstage
2011,15:15:00,16:05:00,00:50:00,Duff McKagan's Loaded,Sunday,Mainstage 01
2016,11:40:00,12:10:00,00:30:00,Dust Bolt,Friday,The Altar
2011,13:00:00,13:40:00,00:40:00,Dwarves,Friday,Mainstage 02
2015,17:30:00,18:20:00,00:50:00,Dying Fetus,Friday,The Altar
2012,17:40:00,18:30:00,00:50:00,Dying Fetus,Sunday,The Altar
2008,21:00:00,21:40:00,00:40:00,Dying Fetus,Sunday,Discover stage
2007,15:00:00,15:30:00,00:30:00,Dylath-Leen,Friday,Discover stage
2012,10:30:00,11:00:00,00:30:00,D˜se,Saturday,The Valley
2013,11:40:00,12:10:00,00:30:00,Eagle Twin,Friday,The Valley
2016,17:40:00,18:30:00,00:50:00,Earth,Friday,The Valley
2007,19:10:00,19:50:00,00:40:00,Earth Crisis,Friday,Gibson stage
2012,19:45:00,20:45:00,01:00:00,Edguy,Saturday,Mainstage 02
2007,20:40:00,21:20:00,00:40:00,Edguy,Sunday,Gibson stage
2015,11:40:00,12:10:00,00:30:00,Elder,Saturday,The Valley
2010,11:05:00,11:35:00,00:30:00,Electric Mary,Saturday,Mainstage 01
2014,00:00:00,01:00:00,01:00:00,Electric Wizard,Friday,The Valley
2011,22:10:00,23:00:00,00:50:00,Electric Wizard,Sunday,Terrorizer tent
2009,22:50:00,23:50:00,01:00:00,Electric Wizard,Sunday,Terrorizer tent
2007,16:30:00,17:00:00,00:30:00,Ellipsis,Saturday,Discover stage
2010,13:00:00,13:40:00,00:40:00,Eluveitie,Sunday,Mainstage 02
2008,13:20:00,14:00:00,00:40:00,Eluveitie,Friday,Mainstage
2014,21:50:00,22:50:00,01:00:00,Eluveitie,Saturday,The Temple
2012,12:15:00,12:45:00,00:30:00,Emmure,Saturday,The Warzone
2014,22:00:00,23:05:00,01:05:00,Emperor,Sunday,Mainstage 02
2007,01:00:00,???,check,Emperor,Sunday,Mainstage
2016,20:30:00,21:25:00,00:55:00,Empyrium,Sunday,The Temple
2006,14:00:00,14:30:00,00:30:00,Endstandÿ,Friday,Hard'n'heavy stage
2012,14:20:00,15:00:00,00:40:00,Endstille,Friday,The Temple
2010,14:30:00,15:10:00,00:40:00,Ensiferum,Sunday,Mainstage 02
2015,10:05:00,21:05:00,###############################################################################################################################################################################################################################################################,Ensiferum,Saturday,The Temple
2014,00:00:00,01:00:00,01:00:00,Enslaved,Friday,The Temple
2012,19:45:00,20:45:00,01:00:00,Enslaved,Saturday,The Temple
2009,21:55:00,22:45:00,00:50:00,Enslaved,Saturday,Rock Hard tent
2007,22:20:00,23:00:00,00:40:00,Enslaved,Friday,Gibson stage
2016,22:40:00,23:40:00,01:00:00,Enslaved,Sunday,The Temple
2015,13:35:00,14:15:00,00:40:00,Enthroned,Friday,The Temple
2012,23:55:00,00:55:00,01:00:00,Entombed,Saturday,The Altar
2009,20:00:00,20:45:00,00:45:00,Entombed,Friday,Rock Hard tent
2006,20:10:00,20:55:00,00:45:00,Entombed,Sunday,Mainstage
2016,17:40:00,18:30:00,00:50:00,Entombed A.D.,Saturday,The Altar
2016,12:50:00,13:30:00,00:40:00,Entrails,Saturday,The Altar
2008,01:00:00,02:00:00,01:00:00,Envy,Sunday,Discover stage
2015,19:30:00,20:25:00,00:55:00,Envy,Friday,The Valley
2007,14:30:00,15:00:00,00:30:00,Ephel Duath,Sunday,Gibson stage
2007,16:00:00,16:40:00,00:40:00,Epica,Saturday,Mainstage
2009,17:25:00,18:10:00,00:45:00,Epica,Sunday,Mainstage 01
2015,19:40:00,20:40:00,01:00:00,Epica,Sunday,Mainstage 02
2013,14:20:00,15:10:00,00:50:00,Equilibrium,Saturday,The Temple
2014,17:50:00,18:40:00,00:50:00,Equilibrium,Sunday,The Temple
2013,10:30:00,11:00:00,00:30:00,Eryn Non Dae,Sunday,The Valley
2007,14:15:00,14:45:00,00:30:00,Eryn Non Dae,Sunday,Discover stage
2015,12:15:00,12:45:00,00:30:00,Eths,Sunday,Mainstage 01
2008,13:20:00,14:00:00,00:40:00,Eths,Sunday,Mainstage
2013,16:45:00,17:35:00,00:50:00,Europe,Friday,Mainstage 01
2009,20:50:00,21:50:00,01:00:00,Europe,Sunday,Mainstage 01
2010,12:15:00,12:45:00,00:30:00,Evile,Friday,Mainstage 01
2008,18:00:00,18:40:00,00:40:00,Evile,Friday,Discover stage
2013,15:05:00,15:55:00,00:50:00,Evokenÿ,Friday,The Altar
2010,12:15:00,12:55:00,00:40:00,Ex Deo,Sunday,Rock Hard tent
2011,15:25:00,16:10:00,00:45:00,Exhumed,Saturday,Rock Hard tent
2015,15:50:00,16:40:00,00:50:00,Exodus,Sunday,Mainstage 02
2012,17:55:00,18:45:00,00:50:00,Exodus,Saturday,Mainstage 02
2010,19:55:00,20:45:00,00:50:00,Exodus,Sunday,Mainstage 02
2012,11:05:00,11:35:00,00:30:00,Extinction of Mankindÿ,Friday,The Warzone
2014,16:55:00,17:45:00,00:50:00,Extreme,Saturday,Mainstage 01
2009,15:10:00,15:50:00,00:40:00,Eyehategod,Friday,Mainstage 02
2011,17:05:00,17:50:00,00:45:00,Eyehategod,Friday,Terrorizer tent
2015,17:30:00,18:20:00,00:50:00,Eyehategod,Sunday,The Valley
2015,21:45:00,23:00:00,01:15:00,Faith No More,Saturday,Mainstage 02
2016,12:50:00,13:30:00,00:40:00,Fallujah,Sunday,The Altar
2010,23:35:00,00:50:00,01:15:00,Fear Factory,Friday,Mainstage 01
2010,23:55:00,00:55:00,01:00:00,Fields of the Nephilim,Saturday,Rock Hard tent
2010,14:20:00,15:00:00,00:40:00,Finntroll,Friday,Mainstage 02
2015,18:15:00,19:05:00,00:50:00,Finntroll,Saturday,The Temple
2013,21:50:00,22:50:00,01:00:00,Finntroll,Saturday,The Temple
2011,13:40:00,14:25:00,00:45:00,Firewind,Sunday,Mainstage 01
2014,11:05:00,11:35:00,00:30:00,First Blood,Friday,The Warzone
2015,19:40:00,20:40:00,01:00:00,Five Finger Death Punch,Friday,Mainstage 02
2016,16:45:00,17:35:00,00:50:00,Fleshgod Apocalypse,Saturday,The Temple
2014,22:55:00,23:55:00,01:00:00,Flogging Molly,Sunday,The Warzone
2008,14:10:00,14:50:00,00:40:00,Forbidden,Sunday,Second stage
2016,16:45:00,17:35:00,00:50:00,Foreigner,Saturday,Mainstage 01
2012,14:20:00,15:00:00,00:40:00,Forgotten Tomb,Sunday,The Temple
2010,12:15:00,12:55:00,00:40:00,Freak Kitchen,Sunday,Mainstage 01
2012,20:30:00,22:00:00,01:30:00,From Ashes Rise,Friday,The Warzone
2016,23:15:00,00:15:00,01:00:00,Fu Manchu,Saturday,The Valley
2007,18:45:00,19:15:00,00:30:00,Fubar,Saturday,Discover stage
2014,12:50:00,13:30:00,00:40:00,Fueled By Fire,Friday,Mainstage 02
2007,18:00:00,18:30:00,00:30:00,Furia,Sunday,Discover stage
2006,12:30:00,13:00:00,00:30:00,Gadget,Saturday,Mainstage
2013,17:05:00,17:55:00,00:50:00,Gallows,Saturday,The Warzone
2009,11:35:00,12:05:00,00:30:00,Gama Bomb,Saturday,Mainstage 01
2012,11:40:00,12:10:00,00:30:00,Gama Bomb,Saturday,Mainstage 02
2008,21:30:00,22:15:00,00:45:00,Gamma Ray,Saturday,Second stage
2006,19:00:00,19:40:00,00:40:00,Gbh,Sunday,Mainstage
2014,14:20:00,15:05:00,00:45:00,Gehenna,Friday,The Temple
2010,11:05:00,11:35:00,00:30:00,General Surgeryÿ,Sunday,Rock Hard tent
2013,00:45:00,02:00:00,01:15:00,Ghost,Sunday,Mainstage 02
2011,15:50:00,16:50:00,01:00:00,Ghost,Sunday,Terrorizer tent
2016,22:05:00,23:05:00,01:00:00,Ghost,Sunday,Mainstage 02
2015,14:20:00,15:00:00,00:40:00,Ghost Brigade,Saturday,Mainstage 02
2010,14:50:00,15:30:00,00:40:00,Ghost Brigadeÿ,Friday,Terrorizer tent
2008,15:00:00,15:40:00,00:40:00,Ghost Brigadeÿ,Sunday,Discover stage
2012,12:15:00,12:45:00,00:30:00,Girlschool,Sunday,Mainstage 01
2009,12:55:00,13:35:00,00:40:00,Girlschool,Friday,Mainstage 01
2016,13:35:00,14:15:00,00:40:00,Glenn Hughes,Saturday,Mainstage 01
2012,10:30:00,11:00:00,00:30:00,Glorior Belli,Saturday,The Temple
2015,10:30:00,11:00:00,00:30:00,Glowsun,Friday,The Valley
2006,14:00:00,14:30:00,00:30:00,Go It Alone,Sunday,Hard'n'heavy stage
2011,19:35:00,20:20:00,00:45:00,Goatsnake,Sunday,Terrorizer tent
2016,19:30:00,20:20:00,00:50:00,Goatsnake,Saturday,The Valley
2009,13:40:00,14:20:00,00:40:00,God Forbid,Friday,Mainstage 02
2009,23:55:00,00:55:00,01:00:00,God Seed,Friday,Rock Hard tent
2013,00:00:00,01:00:00,01:00:00,God Seed,Friday,The Temple
2014,21:50:00,22:50:00,01:00:00,Godflesh,Friday,The Valley
2010,22:00:00,23:00:00,01:00:00,Godflesh,Friday,Terrorizer tent
2015,15:50:00,16:30:00,00:40:00,Godsmack,Friday,Mainstage 02
2016,16:45:00,17:35:00,00:50:00,Gojira,Sunday,Mainstage 01
2006,17:50:00,18:30:00,00:40:00,Gojira,Sunday,Mainstage
2013,18:35:00,19:35:00,01:00:00,Gojira,Sunday,Mainstage 01
2009,20:50:00,21:50:00,01:00:00,Gojira,Saturday,Mainstage 01
2014,00:00:00,01:00:00,01:00:00,Gorgoroth,Saturday,The Temple
2014,18:45:00,19:40:00,00:55:00,Gorguts,Saturday,The Altar
2010,10:30:00,11:00:00,00:30:00,Gorod,Friday,Mainstage 02
2012,15:50:00,16:30:00,00:40:00,Gorod,Friday,The Altar
2012,18:20:00,19:20:00,01:00:00,Gotthard,Friday,Mainstage 01
2011,18:20:00,19:05:00,00:45:00,Grand Magus,Sunday,Terrorizer tent
2016,21:30:00,22:30:00,01:00:00,Grand Magus,Sunday,The Altar
2011,17:10:00,18:00:00,00:50:00,Grave,Sunday,Rock Hard tent
2015,16:35:00,17:25:00,00:50:00,Grave Pleasures (Beastmilk),Sunday,The Temple
2013,14:20:00,15:00:00,00:40:00,Graveyard,Sunday,The Valley
2015,11:05:00,11:35:00,00:30:00,Guida,Saturday,Mainstage 01
2012,23:30:00,02:00:00,02:30:00,Guns N' Roses,Saturday,Mainstage 01
2016,01:00:00,02:00:00,01:00:00,Gutterd„mmerung,Saturday,The Warzone
2007,15:00:00,15:30:00,00:30:00,Gutwormÿ,Saturday,Discover stage
2012,15:05:00,15:50:00,00:45:00,H2O,Sunday,The Warzone
2007,19:30:00,20:00:00,00:30:00,Hacride,Friday,Discover stage
2013,11:05:00,11:35:00,00:30:00,Haemorrhage,Sunday,The Altar
2008,18:00:00,18:40:00,00:40:00,Haemorrhage,Saturday,Discover stage
2011,13:50:00,14:35:00,00:45:00,Hail of Bullets,Saturday,Rock Hard tent
2014,16:55:00,17:45:00,00:50:00,Hail of Bullets,Friday,The Altar
2015,11:40:00,12:10:00,00:30:00,Haken,Saturday,Mainstage 02
2016,15:05:00,15:45:00,00:40:00,Halestorm,Friday,Mainstage 01
2012,11:40:00,12:10:00,00:30:00,Hamlet,Friday,Mainstage 02
2011,13:50:00,14:35:00,00:45:00,HammerFall,Saturday,Mainstage 01
2011,10:30:00,11:00:00,00:30:00,Hangman's Chair,Friday,Terrorizer tent
2016,11:40:00,12:10:00,00:30:00,Hangman's Chair,Saturday,The Valley
2012,00:45:00,02:00:00,01:15:00,Hank 3,Friday,The Valley
2006,13:00:00,13:30:00,00:30:00,Happyface,Friday,Hard'n'heavy stage
2013,13:35:00,14:15:00,00:40:00,Hardcore Superstar,Friday,Mainstage 01
2014,10:30:00,11:00:00,00:30:00,Hark,Saturday,The Valley
2016,12:15:00,12:45:00,00:30:00,Harm's Way,Friday,The Warzone
2013,12:50:00,13:30:00,00:40:00,Hate,Friday,The Temple
2009,23:55:00,00:55:00,01:00:00,Hatebreed,Sunday,Mainstage 02
2012,16:45:00,17:35:00,00:50:00,Hatebreed,Sunday,Mainstage 01
2014,19:45:00,20:40:00,00:55:00,Hatebreed,Saturday,Mainstage 02
2016,19:40:00,20:40:00,01:00:00,Hatebreed,Friday,Mainstage 02
2007,19:40:00,20:50:00,01:10:00,Hatebreed,Friday,Mainstage
2006,14:30:00,15:00:00,00:30:00,Hatesphere,Sunday,Mainstage
2016,15:50:00,16:40:00,00:50:00,Havok,Friday,The Altar
2015,11:05:00,11:35:00,00:30:00,Hawk Eye,Sunday,Mainstage 01
2011,23:30:00,00:30:00,01:00:00,Hawkwind,Sunday,Terrorizer tent
2011,10:00:00,10:30:00,00:30:00,Headcharger,Saturday,Mainstage 02
2013,14:20:00,15:00:00,00:40:00,Heathen,Friday,Mainstage 02
2009,22:50:00,23:50:00,01:00:00,Heaven and Hell,Friday,Mainstage 01
2009,16:40:00,17:20:00,00:40:00,Heaven Shall Burn,Saturday,Mainstage 02
2012,17:30:00,18:15:00,00:45:00,Heaven Shall Burn,Friday,Mainstage 02
2016,22:35:00,23:35:00,01:00:00,Heaven Shall Burn,Sunday,The Warzone
2007,14:00:00,14:30:00,00:30:00,Heavenly,Sunday,Mainstage
2013,12:15:00,12:45:00,00:30:00,Heaven's Basementÿ,Sunday,Mainstage 01
2016,11:05:00,11:35:00,00:30:00,Hegemon,Sunday,The Temple
2016,15:05:00,15:45:00,00:40:00,Heidevolk,Saturday,The Temple
2013,10:30:00,11:00:00,00:30:00,Hell Militia,Saturday,The Temple
2006,12:00:00,12:30:00,00:30:00,Hellmotel,Sunday,Hard'n'heavy stage
2006,20:10:00,20:55:00,00:45:00,Helloween,Saturday,Mainstage
2013,22:05:00,23:05:00,01:00:00,Helloween,Friday,Mainstage 02
2008,22:25:00,23:40:00,01:15:00,Helloween,Saturday,Mainstage
2013,16:00:00,16:40:00,00:40:00,Hellyeah,Friday,Mainstage 02
2011,14:40:00,15:20:00,00:40:00,Hemoragy,Saturday,Mainstage 02
2014,11:40:00,12:10:00,00:30:00,Herder,Saturday,The Valley
2016,21:20:00,22:10:00,00:50:00,Hermano,Saturday,The Valley
2015,17:30:00,18:20:00,00:50:00,High on Fire,Friday,The Valley
2015,15:05:00,15:45:00,00:40:00,Hollywood Undead,Sunday,Mainstage 01
2009,14:25:00,15:05:00,00:40:00,Holyhellÿ,Sunday,Mainstage 01
2007,15:00:00,15:30:00,00:30:00,Homestell,Sunday,Discover stage
2013,13:35:00,14:15:00,00:40:00,Hooded Menace,Friday,The Altar
2012,12:15:00,12:45:00,00:30:00,Hoods,Sunday,The Warzone
2012,11:40:00,12:10:00,00:30:00,Hour of Penanceÿ,Sunday,The Altar
2014,17:50:00,18:40:00,00:50:00,House of the Broken Promises,Sunday,The Valley
2015,10:30:00,11:00:00,00:30:00,Hypno5e,Sunday,The Altar
2010,18:05:00,18:55:00,00:50:00,Hypocrisy,Friday,Mainstage 02
2013,22:50:00,23:50:00,01:00:00,Hypocrisy,Sunday,The Altar
2008,16:40:00,17:25:00,00:45:00,Iced Earth,Saturday,Mainstage
2011,21:05:00,22:05:00,01:00:00,Iggy and the Stooges,Friday,Mainstage 01
2006,20:55:00,21:35:00,00:40:00,Ignite,Friday,Hard'n'heavy stage
2013,15:55:00,16:40:00,00:45:00,Ihsahn,Sunday,The Temple
2010,17:10:00,18:00:00,00:50:00,Ihsahn,Friday,Rock Hard tent
2012,19:40:00,20:40:00,01:00:00,Ihsahn,Sunday,The Temple
2009,20:00:00,20:45:00,00:45:00,Immolation,Saturday,Rock Hard tent
2007,23:00:00,00:00:00,01:00:00,Immortal,Saturday,Mainstage
2013,00:00:00,01:00:00,01:00:00,Immortal,Saturday,The Temple
2010,22:05:00,23:20:00,01:15:00,Immortal,Saturday,Mainstage 02
2008,00:00:00,00:40:00,00:40:00,Impaled Nazarene,Saturday,Discover stage
2014,17:50:00,18:40:00,00:50:00,Impaled Nazarene,Friday,The Temple
2014,12:50:00,13:30:00,00:40:00,Impiety,Friday,The Temple
2007,14:15:00,14:45:00,00:30:00,Imply in All,Friday,Discover stage
2011,10:55:00,11:25:00,00:30:00,Impureza,Sunday,Rock Hard tent
2007,13:30:00,14:00:00,00:30:00,Impureza,Sunday,Discover stage
2015,00:50:00,01:50:00,01:00:00,In Extremo,Sunday,The Temple
2012,22:10:00,23:25:00,01:15:00,In Extremo,Saturday,The Temple
2011,00:50:00,02:00:00,01:10:00,In Flames,Friday,Mainstage 02
2015,22:05:00,23:05:00,01:00:00,In Flames,Sunday,Mainstage 02
2008,22:25:00,23:40:00,01:15:00,In Flames,Friday,Mainstage
2011,12:30:00,13:00:00,00:30:00,In Solitude,Friday,Terrorizer tent
2014,12:50:00,13:30:00,00:40:00,In Solitude,Sunday,Mainstage 02
2014,15:10:00,15:55:00,00:45:00,Incantation,Saturday,The Altar
2010,19:00:00,20:00:00,01:00:00,Infectious Grooves,Friday,Mainstage 01
2015,13:35:00,14:15:00,00:40:00,Infestus,Saturday,The Temple
2013,12:50:00,13:30:00,00:40:00,Inquisition,Sunday,The Temple
2016,18:35:00,19:25:00,00:50:00,Inquisition,Friday,The Temple
2012,12:50:00,13:30:00,00:40:00,Insomnium,Sunday,The Altar
2016,17:40:00,18:30:00,00:50:00,Insomnium,Sunday,The Altar
2012,16:35:00,17:25:00,00:50:00,Integrity,Friday,The Warzone
2012,16:45:00,17:35:00,00:50:00,Integrity,Sunday,The Warzone
2007,17:15:00,17:45:00,00:30:00,Interlockÿ,Saturday,Discover stage
2014,00:05:00,01:00:00,00:55:00,Iron Maiden,Friday,Mainstage 01
2015,10:30:00,11:00:00,00:30:00,Iron Reagan,Sunday,Mainstage 02
2016,15:50:00,16:40:00,00:50:00,Jambinai,Friday,The Valley
2016,21:30:00,22:30:00,01:00:00,Jane's Addiction,Sunday,The Valley
2009,22:50:00,23:50:00,01:00:00,Jarboeÿ,Friday,Terrorizer tent
2010,01:00:00,02:00:00,01:00:00,Jello Biafra and the Guantanamo School of Medicine,Saturday,Terrorizer tent
2008,17:00:00,17:40:00,00:40:00,Job for a Cowboy,Friday,Discover stage
2016,18:35:00,19:25:00,00:50:00,Joe Satriani,Saturday,Mainstage 01
2010,23:30:00,00:30:00,01:00:00,John Garciaÿplays Kyuss,Sunday,Terrorizer tent
2015,23:10:00,00:40:00,01:30:00,Judas Priest,Friday,Mainstage 01
2011,21:00:00,22:25:00,01:25:00,Judas Priest,Sunday,Mainstage 01
2013,11:05:00,11:35:00,00:30:00,Justin(e),Saturday,The Warzone
2016,17:40:00,18:30:00,00:50:00,Kadavar,Sunday,The Valley
2014,17:50:00,18:40:00,00:50:00,Kadavar,Friday,The Valley
2007,16:30:00,17:00:00,00:30:00,Kaizen,Sunday,Discover stage
2010,11:05:00,11:35:00,00:30:00,Kalisia,Saturday,Rock Hard tent
2010,15:05:00,15:50:00,00:45:00,Kampfar,Friday,Rock Hard tent
2013,16:10:00,17:00:00,00:50:00,Kampfar,Saturday,The Temple
2016,16:45:00,17:35:00,00:50:00,Kampfar,Friday,The Temple
2013,18:00:00,18:50:00,00:50:00,Karma to Burn,Saturday,The Valley
2011,18:20:00,19:05:00,00:45:00,Karma to Burn,Friday,Terrorizer tent
2009,15:10:00,15:50:00,00:40:00,Kataklysm,Sunday,Rock Hard tent
2014,20:45:00,21:45:00,01:00:00,Kataklysm,Friday,The Altar
2010,17:00:00,17:50:00,00:50:00,Katatonia,Sunday,Rock Hard tent
2008,19:25:00,20:10:00,00:45:00,Katatonia,Friday,Second stage
2016,19:30:00,20:25:00,00:55:00,Katatonia,Sunday,The Altar
2009,13:40:00,14:20:00,00:40:00,Keep of Kalessin,Sunday,Rock Hard tent
2011,11:30:00,12:00:00,00:30:00,KEN modeÿ,Sunday,Terrorizer tent
2015,15:05:00,15:45:00,00:40:00,Khold,Sunday,The Temple
2007,16:40:00,17:10:00,00:30:00,Kickback,Saturday,Gibson stage
2009,20:50:00,21:50:00,01:00:00,Kickback,Saturday,Terrorizer tent
2014,11:05:00,11:35:00,00:30:00,Killers,Saturday,Mainstage 01
2009,23:55:00,00:55:00,01:00:00,Killing Joke,Saturday,Mainstage 02
2015,19:45:00,20:35:00,00:50:00,Killing Joke,Saturday,Mainstage 02
2016,18:35:00,19:25:00,00:50:00,Killswitch Engage,Friday,The Warzone
2012,00:45:00,02:00:00,01:15:00,King Diamond,Friday,Mainstage 02
2016,00:45:00,02:00:00,01:15:00,King Diamond,Sunday,Mainstage 02
2016,14:20:00,15:00:00,00:40:00,King Dude,Sunday,The Valley
2013,23:10:00,00:40:00,01:30:00,Kiss,Saturday,Mainstage 01
2010,23:00:00,01:00:00,02:00:00,Kiss,Sunday,Mainstage 01
2013,11:05:00,11:35:00,00:30:00,Kissin' Dynamite,Friday,Mainstage 01
2011,10:30:00,11:00:00,00:30:00,Klone,Friday,Mainstage 02
2007,18:45:00,19:15:00,00:30:00,Klone,Sunday,Discover stage
2010,15:05:00,15:50:00,00:45:00,KMFDM,Friday,Mainstage 01
2006,13:30:00,14:00:00,00:30:00,Knuckledust,Sunday,Mainstage
2010,12:10:00,12:40:00,00:30:00,Knuckledustÿ,Saturday,Terrorizer tent
2011,14:40:00,15:20:00,00:40:00,Knut,Sunday,Terrorizer tent
2006,17:20:00,17:50:00,00:30:00,Knut,Sunday,Hard'n'heavy stage
2015,23:10:00,00:25:00,01:15:00,Korn,Sunday,Mainstage 01
2016,01:00:00,02:00:00,01:00:00,Korn,Saturday,Mainstage 02
2012,11:05:00,11:50:00,00:45:00,Kobra and the Lotus,Saturday,Mainstage 01
2013,12:50:00,13:30:00,00:40:00,Koldbrann,Saturday,The Temple
2009,14:25:00,15:05:00,00:40:00,Koritni,Saturday,Mainstage 01
2012,15:15:00,16:00:00,00:45:00,Koritni,Saturday,Mainstage 01
2013,00:45:00,02:00:00,01:15:00,Korn,Saturday,Mainstage 02
2007,15:30:00,16:00:00,00:30:00,Korpiklaani,Saturday,Gibson stage
2013,17:40:00,18:30:00,00:50:00,Korpiklaani,Sunday,The Temple
2016,20:30:00,21:30:00,01:00:00,Korpiklaani,Friday,The Temple
2011,21:35:00,22:25:00,00:50:00,Korpiklaani,Sunday,Rock Hard tent
2007,18:30:00,19:10:00,00:40:00,Kreator,Sunday,Mainstage
2013,19:40:00,20:40:00,01:00:00,Kreator,Friday,Mainstage 02
2011,21:55:00,22:55:00,01:00:00,Kreator,Saturday,Mainstage 02
2013,12:15:00,12:45:00,00:30:00,Krisiun,Sunday,The Altar
2011,15:25:00,16:05:00,00:40:00,Krisiun,Friday,Rock Hard tent
2008,22:00:00,22:40:00,00:40:00,Krisiun,Friday,Discover stage
2013,13:35:00,14:15:00,00:40:00,Krokus,Saturday,Mainstage 01
2014,12:15:00,12:45:00,00:30:00,Kronos,Friday,The Altar
2011,13:30:00,14:10:00,00:40:00,Kruger,Friday,Terrorizer tent
2008,20:00:00,20:40:00,00:40:00,Kruger,Friday,Discover stage
2016,00:50:00,01:50:00,01:00:00,Kvelertak,Friday,The Warzone
2014,01:05:00,02:05:00,01:00:00,Kvelertak,Friday,The Warzone
2011,17:05:00,17:50:00,00:45:00,Kylesa,Sunday,Terrorizer tent
2009,19:05:00,19:55:00,00:50:00,Kylesa,Friday,Terrorizer tent
2014,19:45:00,20:40:00,00:55:00,Kylesa,Friday,The Valley
2011,01:00:00,02:00:00,01:00:00,KyussÿLivesÿ!,Sunday,Terrorizer tent
2015,17:40:00,18:30:00,00:50:00,L7,Saturday,Mainstage 02
2012,01:00:00,02:00:00,01:00:00,Lamb of God,Sunday,Mainstage 02
2007,16:00:00,16:40:00,00:40:00,Lamb of God,Friday,Mainstage
2015,22:05:00,23:05:00,01:00:00,Lamb of God,Friday,Mainstage 02
2011,12:05:00,12:45:00,00:40:00,Last Days of Humanity,Sunday,Rock Hard tent
2014,16:55:00,17:45:00,00:50:00,Last Resort,Sunday,The Warzone
2012,10:00:00,10:30:00,00:30:00,Lasting Values,Sunday,The Warzone
2013,13:35:00,14:15:00,00:40:00,Le Bal des Enrag‚s,Sunday,The Warzone
2016,14:20:00,15:00:00,00:40:00,Le Bal des Enrag‚s,Friday,Mainstage 02
2016,11:40:00,12:10:00,00:30:00,Lecherous Gaze,Sunday,The Valley
